No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
238,AJX,Great Ajax Corp.,Real Estate,REIT - Mortgage,USA,202.13M,-,8.94,-1.11%,"51,986"
239,AKA,a.k.a. Brands Holding Corp.,Consumer Cyclical,Internet Retail,USA,201.01M,-,1.57,0.00%,"22,500"
240,AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,13.84B,28.13,87.79,-0.20%,"1,894,006"
242,AKBA,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,218.06M,-,0.85,7.17%,"1,153,955"
243,AKLI,"Akili, Inc.",Healthcare,Health Information Services,USA,157.59M,-,1.80,4.05%,"84,368"
244,AKO-A,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,2.14B,12.93,12.80,1.27%,"3,647"
245,AKO-B,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,2.31B,16.18,16.08,4.96%,"73,576"
246,AKR,Acadia Realty Trust,Real Estate,REIT - Retail,USA,1.40B,-,14.99,-0.93%,"232,703"
247,AKRO,"Akero Therapeutics, Inc.",Healthcare,Biotechnology,USA,2.13B,-,45.18,0.65%,"600,281"
248,AKTS,"Akoustis Technologies, Inc.",Technology,Communication Equipment,USA,307.52M,-,4.23,3.17%,"608,293"
249,AKTX,"Akari Therapeutics, Plc",Healthcare,Biotechnology,United Kingdom,34.98M,-,0.46,-5.58%,"223,899"
250,AKYA,"Akoya Biosciences, Inc.",Healthcare,Medical Instruments & Supplies,USA,464.12M,-,12.22,0.99%,"73,639"
251,AL,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,4.92B,-,44.36,1.14%,"761,592"
252,ALAR,Alarum Technologies Ltd.,Technology,Software - Infrastructure,Israel,8.40M,-,2.43,1.25%,"18,547"
253,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,31.61B,20.53,270.70,0.29%,"1,159,347"
254,ALBO,"Albireo Pharma, Inc.",Healthcare,Biotechnology,USA,913.26M,-,44.29,0.23%,"228,869"
255,ALBT,Avalon GloboCare Corp.,Real Estate,Real Estate Services,USA,35.27M,-,3.76,-2.08%,"71,413"
256,ALC,Alcon Inc.,Healthcare,Medical Instruments & Supplies,Switzerland,36.93B,65.30,75.10,0.20%,"789,309"
257,ALCC,AltC Acquisition Corp.,Financial,Shell Companies,USA,645.26M,1009.00,10.09,-0.30%,"160,495"
258,ALCO,"Alico, Inc.",Consumer Defensive,Farm Products,USA,197.63M,-,26.35,-1.94%,"25,207"
259,ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,USA,374.10M,-,6.28,0.48%,"279,919"
260,ALE,"ALLETE, Inc.",Utilities,Utilities - Diversified,USA,3.34B,16.06,58.91,-2.66%,"360,046"
262,ALEX,"Alexander & Baldwin, Inc.",Real Estate,REIT - Diversified,USA,1.41B,51.62,19.46,-0.71%,"243,060"
263,ALG,Alamo Group Inc.,Industrials,Farm & Heavy Construction Machinery,USA,1.87B,20.27,156.35,-1.08%,"55,583"
264,ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,USA,8.54B,57.07,44.63,2.17%,"1,566,134"
265,ALGN,"Align Technology, Inc.",Healthcare,Medical Devices,USA,26.35B,72.09,331.52,1.92%,"1,034,675"
266,ALGS,"Aligos Therapeutics, Inc.",Healthcare,Biotechnology,USA,78.50M,-,1.63,7.24%,"59,173"
267,ALGT,Allegiant Travel Company,Industrials,Airlines,USA,1.81B,662.22,95.36,2.95%,"250,468"
268,ALHC,"Alignment Healthcare, Inc.",Healthcare,Healthcare Plans,USA,2.05B,-,10.91,-1.27%,"323,796"
269,ALIM,"Alimera Sciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,17.47M,-,2.47,1.43%,"2,959"
270,ALIT,"Alight, Inc.",Technology,Software - Application,USA,4.42B,55.38,9.36,-0.21%,"1,432,890"
271,ALK,"Alaska Air Group, Inc.",Industrials,Airlines,USA,6.60B,116.28,50.58,0.84%,"974,766"
272,ALKS,Alkermes plc,Healthcare,Biotechnology,Ireland,4.55B,-,27.67,-0.07%,"1,137,168"
273,ALKT,"Alkami Technology, Inc.",Technology,Software - Application,USA,1.49B,-,16.18,0.94%,"229,602"
274,ALL,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,35.03B,-,135.04,-1.08%,"1,276,453"
275,ALLE,Allegion plc,Industrials,Security & Protection Services,Ireland,10.57B,24.42,119.86,-0.05%,"375,011"
276,ALLG,Allego N.V.,Consumer Cyclical,Auto Parts,Netherlands,1.17B,-,4.17,3.73%,"62,708"
277,ALLK,Allakos Inc.,Healthcare,Biotechnology,USA,565.67M,-,6.42,0.16%,"614,487"
278,ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.03B,-,7.10,-0.28%,"1,369,837"
279,ALLR,"Allarity Therapeutics, Inc.",Healthcare,Biotechnology,USA,4.48M,-,0.18,1.41%,"858,001"
280,ALLT,Allot Ltd.,Technology,Communication Equipment,Israel,129.55M,-,3.45,-1.99%,"44,775"
282,ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,27.71B,-,224.91,1.16%,"493,840"
283,ALOT,"AstroNova, Inc.",Technology,Computer Hardware,USA,89.67M,173.24,12.30,-4.58%,"2,605"
284,ALPN,"Alpine Immune Sciences, Inc.",Healthcare,Biotechnology,USA,356.82M,-,7.97,1.40%,"34,184"
285,ALPP,"Alpine 4 Holdings, Inc.",Industrials,Conglomerates,USA,123.44M,-,0.67,6.75%,"216,635"
286,ALPS,"Alpine Summit Energy Partners, Inc.",Energy,Oil & Gas E&P,USA,146.70M,7.96,4.30,0.00%,"2,710"
287,ALR,AlerisLife Inc.,Healthcare,Medical Care Facilities,USA,42.22M,-,1.29,-0.38%,"71,754"
288,ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,USA,2.70B,61.41,53.61,-0.54%,"88,179"
289,ALRN,"Aileron Therapeutics, Inc.",Healthcare,Biotechnology,USA,10.49M,-,2.35,-0.15%,"6,877"
290,ALRS,Alerus Financial Corporation,Financial,Banks - Regional,USA,395.02M,7.79,19.89,-0.85%,"24,202"
291,ALSN,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,4.21B,8.79,45.53,-0.15%,"895,387"
292,ALT,"Altimmune, Inc.",Healthcare,Biotechnology,USA,635.84M,-,12.38,-6.28%,"1,559,860"
293,ALTG,Alta Equipment Group Inc.,Industrials,Rental & Leasing Services,USA,578.92M,91.32,17.99,2.80%,"175,287"
294,ALTI,"Alvarium Tiedemann Holdings, Inc.",Financial,Asset Management,USA,890.72M,12.89,7.67,-2.79%,"30,222"
295,ALTL,Pacer Lunt Large Cap Alternator ETF,Financial,Exchange Traded Fund,USA,-,-,40.79,0.82%,"121,194"
296,ALTO,"Alto Ingredients, Inc.",Basic Materials,Specialty Chemicals,USA,238.99M,9.03,3.26,-2.10%,"517,545"
297,ALTR,Altair Engineering Inc.,Technology,Software - Infrastructure,USA,4.67B,-,57.48,0.86%,"143,241"
298,ALTU,Altitude Acquisition Corp.,Financial,Shell Companies,USA,92.35M,25.93,10.06,-0.00%,148
299,ALTY,Global X Alternative Income ETF,Financial,Exchange Traded Fund,USA,-,-,11.67,-0.09%,"4,490"
300,ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,8.00B,18.65,90.51,0.28%,"663,150"
302,ALVR,"AlloVir, Inc.",Healthcare,Biotechnology,USA,599.11M,-,6.58,5.45%,"217,691"
303,ALX,"Alexander's, Inc.",Real Estate,REIT - Retail,USA,1.16B,9.74,227.78,-0.70%,"2,453"
304,ALXO,ALX Oncology Holdings Inc.,Healthcare,Biotechnology,USA,326.43M,-,8.05,-0.86%,"82,503"
305,ALYA,Alithya Group Inc.,Technology,Information Technology Services,Canada,217.38M,-,1.71,-2.01%,"16,948"
306,ALZN,"Alzamend Neuro, Inc.",Healthcare,Biotechnology,USA,60.60M,-,0.62,3.10%,"106,474"
307,AM,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,5.13B,16.28,10.89,0.74%,"2,222,889"
308,AMAL,Amalgamated Financial Corp.,Financial,Banks - Regional,USA,698.43M,8.80,23.02,-0.26%,"116,751"
309,AMAM,Ambrx Biopharma Inc.,Healthcare,Biotechnology,USA,67.73M,-,1.60,8.11%,"187,074"
310,AMAO,American Acquisition Opportunity Inc.,Financial,Shell Companies,USA,35.36M,71.76,10.19,0.00%,0
311,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,100.99B,15.92,118.44,1.64%,"4,864,391"
312,AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,3.82B,-,95.06,0.56%,"446,604"
313,AMBC,"Ambac Financial Group, Inc.",Financial,Insurance - Specialty,USA,710.12M,2.23,15.99,-0.99%,"265,365"
314,AMBO,Ambow Education Holding Ltd.,Consumer Defensive,Education & Training Services,China,10.67M,21.01,0.42,-2.39%,"12,860"
315,AMBP,Ardagh Metal Packaging S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg,3.35B,14.21,5.54,1.47%,"1,597,755"
316,AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,2.54B,-,4.50,-3.85%,"35,986,593"
317,AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,16.81B,16.01,11.40,-0.44%,"9,444,507"
318,AMCX,AMC Networks Inc.,Communication Services,Broadcasting,USA,784.21M,2.78,18.40,-0.70%,"199,762"
319,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,141.52B,97.12,85.95,3.39%,"55,870,247"
320,AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,33.08B,28.82,144.37,-1.00%,"1,074,250"
322,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,2.01B,24.67,35.10,0.69%,"162,123"
323,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,6.18B,6.61,165.75,-0.94%,"206,794"
324,AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,127.38B,19.90,241.03,-1.08%,"2,007,767"
325,AMH,American Homes 4 Rent,Real Estate,REIT - Residential,USA,12.12B,56.11,34.23,-0.98%,"1,512,249"
326,AMJ,JPMorgan Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,-,-,23.77,1.11%,"255,633"
327,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,2.03B,22.37,27.31,-0.26%,"110,571"
328,AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,USA,7.23B,8.30,27.60,1.17%,"2,481,513"
329,AMLI,American Lithium Corp.,Basic Materials,Other Industrial Metals & Mining,Canada,666.94M,-,3.17,-2.76%,"522,615"
330,AMLP,Alerian MLP ETF,Financial,Exchange Traded Fund,USA,-,-,40.63,1.25%,"1,488,863"
331,AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.29B,-,35.09,-2.15%,"1,698,129"
332,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,4.11B,9.07,94.06,-1.74%,"693,094"
333,AMNB,American National Bankshares Inc.,Financial,Banks - Regional,USA,360.20M,10.58,34.11,-2.77%,"25,114"
334,AMOT,Allied Motion Technologies Inc.,Technology,Electronic Components,USA,641.72M,41.91,40.36,-1.34%,"55,807"
335,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,36.98B,15.71,352.74,-0.73%,"335,196"
336,AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,4.26M,-,0.29,0.03%,"85,831"
337,AMPG,"AmpliTech Group, Inc.",Technology,Communication Equipment,USA,23.10M,-,2.50,2.04%,"41,351"
338,AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.53B,21.75,32.37,-0.22%,"217,207"
339,AMPL,"Amplitude, Inc.",Technology,Software - Application,USA,1.86B,-,15.79,4.02%,"258,176"
340,AMPS,"Altus Power, Inc.",Utilities,Utilities - Renewable,USA,1.16B,111.34,7.46,0.81%,"482,938"
342,AMPY,Amplify Energy Corp.,Energy,Oil & Gas E&P,USA,300.49M,5.35,8.72,-0.68%,"288,762"
343,AMR,"Alpha Metallurgical Resources, Inc.",Basic Materials,Coking Coal,USA,2.61B,2.12,165.65,4.81%,"227,842"
344,AMRC,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,2.89B,27.99,55.25,0.33%,"227,151"
345,AMRK,"A-Mark Precious Metals, Inc.",Financial,Capital Markets,USA,718.08M,4.88,30.44,4.14%,"304,333"
346,AMRN,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,827.28M,-,1.96,0.00%,"1,706,365"
347,AMRS,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,552.61M,-,1.58,0.00%,"3,630,320"
348,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,763.01M,-,2.47,2.49%,"711,337"
349,AMS,American Shared Hospital Services,Healthcare,Medical Care Facilities,USA,19.54M,15.80,3.24,-0.30%,"2,432"
350,AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery,USA,169.20M,-,5.64,-3.26%,"145,426"
351,AMSF,"AMERISAFE, Inc.",Financial,Insurance - Specialty,USA,1.01B,26.83,53.16,-1.74%,"63,304"
352,AMST,Amesite Inc.,Technology,Software - Application,USA,18.84M,-,0.51,81.62%,"155,658,114"
353,AMSWA,"American Software, Inc.",Technology,Software - Application,USA,502.54M,45.72,14.63,-1.68%,"228,249"
354,AMT,American Tower Corporation,Real Estate,REIT - Specialty,USA,99.47B,34.15,215.15,-0.97%,"1,016,987"
355,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,976.14M,15.63,29.00,-1.43%,"25,422"
356,AMTD,AMTD IDEA Group,Financial,Capital Markets,Hong Kong,317.20M,0.65,1.67,1.83%,"146,187"
357,AMTI,Applied Molecular Transport Inc.,Healthcare,Biotechnology,USA,21.24M,-,0.55,-0.45%,"27,356"
358,AMTX,"Aemetis, Inc.",Energy,Oil & Gas Refining & Marketing,USA,171.05M,-,4.79,3.90%,"543,637"
359,AMUB,UBS ETRACS Alerian MLP Index ETN Series B,Financial,Exchange Traded Fund,USA,-,-,14.93,1.01%,70
360,AMV,"Atlis Motor Vehicles, Inc.",Consumer Cyclical,Auto Parts,USA,60.94M,-,1.55,-14.36%,"3,021,544"
362,AMWL,American Well Corporation,Healthcare,Health Information Services,USA,1.05B,-,3.72,0.27%,"620,828"
363,AMX,"America Movil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,62.98B,14.72,20.08,0.20%,"2,850,109"
364,AMYT,Amryt Pharma plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,621.63M,-,14.63,0.07%,"326,101"
365,AMZA,InfraCap MLP ETF,Financial,Exchange Traded Fund,USA,-,-,34.65,1.63%,"49,448"
366,AMZD,Direxion Daily AMZN Bear 1X Shares,Financial,Exchange Traded Fund,USA,-,-,28.49,-0.14%,"17,485"
367,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1028.25B,-,99.70,0.16%,"55,856,391"
368,AMZU,Direxion Daily AMZN Bull 1.5X Shares,Financial,Exchange Traded Fund,USA,-,-,16.40,0.17%,"228,008"
369,AN,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,6.93B,5.72,140.07,3.30%,"866,413"
370,ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,742.74M,-,25.97,0.08%,"88,158"
371,ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,1.24B,9.53,37.90,-1.12%,"164,921"
372,ANEB,"Anebulo Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,73.11M,-,2.96,-4.52%,189
373,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,44.28B,38.54,141.46,4.01%,"7,482,167"
374,ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,USA,1.52B,75.45,31.01,-0.13%,"1,262,740"
375,ANGH,Anghami Inc.,Communication Services,Entertainment,United Arab Emirates,57.58M,-,2.23,0.00%,"11,029"
376,ANGI,Angi Inc.,Communication Services,Internet Content & Information,USA,1.21B,-,2.44,-8.27%,"3,175,466"
377,ANGL,VanEck Fallen Angel High Yield Bond ETF,Financial,Exchange Traded Fund,USA,-,-,27.63,-0.04%,"3,168,298"
378,ANGN,Angion Biomedica Corp.,Healthcare,Biotechnology,USA,21.38M,-,0.69,6.15%,"39,726"
379,ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,509.08M,-,13.06,0.38%,"175,491"
380,ANIK,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,451.36M,-,31.41,0.74%,"61,507"
382,ANIX,"Anixa Biosciences, Inc.",Healthcare,Diagnostics & Research,USA,132.27M,-,4.30,1.90%,"41,593"
383,ANNX,"Annexon, Inc.",Healthcare,Biotechnology,USA,285.05M,-,5.87,-7.27%,"2,066,576"
384,ANPC,"AnPac Bio-Medical Science Co., Ltd.",Healthcare,Biotechnology,China,19.38M,-,9.61,-1.94%,"5,407"
385,ANSS,"ANSYS, Inc.",Technology,Software - Application,USA,24.28B,51.34,274.28,0.56%,"405,562"
386,ANTE,AirNet Technology Inc.,Communication Services,Advertising Agencies,China,12.34M,-,1.28,3.98%,"3,340"
387,ANTX,"AN2 Therapeutics, Inc.",Healthcare,Biotechnology,USA,265.93M,-,13.80,-2.75%,"15,779"
388,ANVS,"Annovis Bio, Inc.",Healthcare,Biotechnology,USA,134.87M,-,17.05,-14.06%,"155,764"
389,ANY,Sphere 3D Corp.,Technology,Software - Application,Canada,30.58M,-,0.42,13.09%,"654,717"
390,ANZUU,Anzu Special Acquisition Corp I,Financial,Shell Companies,USA,533.86M,39.46,10.14,0.79%,509
391,AOA,iShares Core Aggressive Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,63.92,0.00%,"54,779"
392,AOD,Abrdn Total Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,888.78M,2.90,8.43,-0.71%,"341,271"
393,AOGO,Arogo Capital Acquisition Corp.,Financial,Shell Companies,USA,137.02M,-,10.21,0.00%,0
394,AOK,iShares Core Conservative Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,34.78,-0.23%,"89,784"
395,AOM,iShares Core Moderate Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,39.64,-0.38%,"121,619"
396,AOMR,"Angel Oak Mortgage, Inc.",Real Estate,REIT - Mortgage,USA,190.47M,-,7.49,-2.85%,"80,614"
397,AON,Aon plc,Financial,Insurance Brokers,Ireland,64.09B,25.78,312.44,-2.80%,"763,051"
398,AOR,iShares Core Growth Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,49.89,-0.40%,"309,617"
399,AORT,"Artivion, Inc.",Healthcare,Medical Devices,USA,527.55M,-,13.11,-2.09%,"223,874"
400,AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,USA,10.26B,45.41,67.48,-0.81%,"875,945"
402,AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure,USA,141.16M,-,10.55,-0.57%,"26,489"
403,AP,Ampco-Pittsburgh Corporation,Industrials,Metal Fabrication,USA,62.91M,-,3.15,0.64%,"6,649"
404,APA,APA Corporation,Energy,Oil & Gas E&P,USA,12.87B,4.06,42.47,-0.09%,"4,710,645"
405,APAC,StoneBridge Acquisition Corporation,Financial,Shell Companies,USA,260.90M,29.41,10.44,-0.48%,"4,593"
406,APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,2.86B,9.81,35.99,-0.53%,"437,248"
407,APCA,AP Acquisition Corp.,Financial,Shell Companies,Hong Kong,225.94M,2615.00,10.46,0.10%,302
408,APCX,AppTech Payments Corp.,Technology,Software - Infrastructure,USA,38.12M,-,2.12,-13.47%,"246,522"
409,APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals,USA,62.31B,27.77,281.49,-1.82%,"1,680,819"
410,APDN,"Applied DNA Sciences, Inc.",Healthcare,Diagnostics & Research,USA,20.02M,-,1.57,-2.48%,"54,168"
411,APE,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,2.58B,-,2.34,-3.31%,"27,446,028"
412,APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,USA,244.99M,-,12.72,0.32%,"68,437"
413,APEN,"Apollo Endosurgery, Inc.",Healthcare,Medical Devices,USA,473.54M,-,9.94,-0.05%,"4,007,235"
414,APG,APi Group Corporation,Industrials,Engineering & Construction,USA,5.21B,-,21.95,0.87%,"319,304"
415,APGB,Apollo Strategic Growth Capital II,Financial,Shell Companies,USA,875.06M,47.68,10.15,0.15%,"53,340"
416,APGN,"Apexigen, Inc.",Healthcare,Biotechnology,USA,40.75M,-,1.22,3.39%,"93,703"
417,APGNW,"Apexigen, Inc.",Healthcare,Biotechnology,USA,-,-,0.09,-8.60%,150
418,APH,Amphenol Corporation,Technology,Electronic Components,USA,48.32B,26.35,80.73,-0.47%,"2,131,936"
419,API,"Agora, Inc.",Technology,Software - Application,China,510.41M,-,3.88,-3.00%,"637,296"
420,APLD,Applied Digital Corporation,Financial,Capital Markets,USA,276.06M,-,2.95,-2.48%,"1,062,985"
422,APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,5.90B,-,51.69,-0.42%,"773,832"
423,APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,48.93M,-,0.99,-1.98%,"129,014"
424,APM,Aptorum Group Limited,Healthcare,Biotechnology,United Kingdom,13.87M,-,3.64,-6.19%,"8,114"
425,APO,"Apollo Global Management, Inc.",Financial,Asset Management,USA,39.70B,-,71.66,0.83%,"3,431,364"
426,APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,USA,1.05B,15.27,46.99,-0.82%,"88,652"
427,APP,AppLovin Corporation,Technology,Software - Application,USA,6.25B,-,15.97,0.69%,"3,282,000"
428,APPF,"AppFolio, Inc.",Technology,Software - Application,USA,4.45B,-,126.59,0.62%,"73,930"
429,APPH,"AppHarvest, Inc.",Consumer Defensive,Farm Products,USA,156.61M,-,0.97,1.87%,"2,875,498"
430,APPN,Appian Corporation,Technology,Software - Infrastructure,USA,3.11B,-,41.87,3.64%,"366,010"
431,APPS,"Digital Turbine, Inc.",Technology,Software - Application,USA,1.25B,25.99,12.63,-0.16%,"2,470,563"
432,APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,USA,475.76M,-,8.20,-13.50%,"69,039"
433,APRN,"Blue Apron Holdings, Inc.",Consumer Cyclical,Internet Retail,USA,41.91M,-,1.05,6.50%,"4,702,294"
434,APT,"Alpha Pro Tech, Ltd.",Industrials,Building Products & Equipment,Canada,54.52M,16.97,4.31,0.00%,"5,870"
435,APTO,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada,59.15M,-,0.67,-1.47%,"72,477"
436,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,33.75B,61.88,121.10,7.37%,"4,034,993"
437,APTX,Aptinyx Inc.,Healthcare,Biotechnology,USA,37.05M,-,0.58,3.69%,"974,148"
438,APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,USA,9.90M,1.91,2.05,0.99%,"35,543"
439,APWC,Asia Pacific Wire & Cable Corporation Limited,Industrials,Electrical Equipment & Parts,Taiwan,28.40M,-,1.42,-1.39%,"6,940"
440,APXI,APx Acquisition Corp. I,Financial,Shell Companies,Mexico,223.59M,17.84,10.38,0.19%,800
442,APYX,Apyx Medical Corporation,Healthcare,Medical Devices,USA,113.13M,-,3.28,0.61%,"42,552"
443,AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products,USA,65.47M,-,0.88,1.05%,"195,466"
444,AQMS,"Aqua Metals, Inc.",Industrials,Waste Management,USA,92.49M,-,1.15,4.55%,"137,062"
445,AQN,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada,6.54B,112.12,7.40,-1.46%,"4,948,026"
446,AQNU,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada,4.99B,52.81,27.25,-1.84%,"261,951"
447,AQST,"Aquestive Therapeutics, Inc.",Healthcare,Biotechnology,USA,43.87M,-,0.82,-2.90%,"763,069"
448,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,6.16B,83.43,50.39,0.34%,"1,765,265"
449,AR,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,8.08B,4.46,28.42,1.43%,"5,112,456"
450,ARAV,"Aravive, Inc.",Healthcare,Biotechnology,USA,117.08M,-,2.02,7.45%,"148,482"
451,ARAY,Accuray Incorporated,Healthcare,Medical Devices,USA,287.46M,-,3.04,-4.40%,"574,521"
452,ARBE,Arbe Robotics Ltd.,Technology,Software - Infrastructure,Israel,209.02M,-,3.18,-3.64%,"76,240"
453,ARBK,Argo Blockchain plc,Financial,Capital Markets,United Kingdom,62.29M,1.71,1.35,-26.23%,"1,796,430"
454,ARC,"ARC Document Solutions, Inc.",Industrials,Specialty Business Services,USA,154.16M,14.07,3.77,0.53%,"128,425"
